objID,type,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,z,zErr,zWarning,class,subClass,photoZ,photoErr
1237656567048437897,3,20.26018,0.09979781,18.08936,0.008863333,17.10138,0.005667587,16.72797,0.005681573,16.34986,0.0118824,0.1004266,2.714603E-05,0,GALAXY,null,0.116539,0.009532
1237656567585833253,3,19.03558,0.06072705,17.17373,0.006473179,16.30458,0.004648954,15.87184,0.004539677,15.52454,0.009492306,0.05827377,2.111149E-05,0,GALAXY,null,0.066267,0.015399
1237656906344104151,3,18.9362,0.05555803,17.67131,0.008108698,17.0629,0.006417706,16.71485,0.006588885,16.47337,0.01687537,0.05797195,1.364579E-05,0,GALAXY,STARFORMING,0.088739,0.019718
1237656906344169672,3,18.09212,0.03748802,16.76194,0.006105526,16.08802,0.004721543,15.71806,0.004782678,15.54232,0.01208468,0.14904,2.17018E-05,0,GALAXY,null,0.086845,0.015001
1237656906344300789,3,19.25827,0.06332871,17.83958,0.008829035,17.05796,0.006278682,16.63302,0.006128626,16.32327,0.01483942,0.1045645,1.502677E-05,0,GALAXY,STARFORMING,0.111909,0.018024
1237663479260905660,3,19.46711,0.05616765,18.47358,0.01072857,17.82747,0.008811618,17.38313,0.008046676,17.19105,0.02606832,0.2068482,7.876897E-06,0,GALAXY,STARBURST,0.161503,0.027567
1237663544221958469,3,19.44172,0.07994193,17.98116,0.00912257,17.36033,0.008028259,16.999,0.008546069,16.74926,0.01994976,0.09968418,1.1934E-05,0,GALAXY,null,0.086323,0.022372
1237663784206139544,3,20.29323,0.08581034,18.25819,0.008543858,17.07197,0.005446402,16.63023,0.005114934,16.33019,0.01134095,0.1807208,2.262363E-05,0,GALAXY,null,0.184788,0.015986
1237666338116600046,3,20.12765,0.07132984,18.46217,0.009704197,17.57308,0.006391948,17.16939,0.006385104,16.88346,0.0141701,0.09785964,2.501478E-05,0,GALAXY,null,0.110654,0.020381
1237666338653470980,3,19.77642,0.09308562,18.29956,0.01170355,17.59875,0.009025652,17.20548,0.009367636,16.89959,0.02270962,0.07674672,1.766485E-05,0,GALAXY,STARFORMING,0.086923,0.029506
1237666339190210677,3,20.3568,0.0812623,18.36441,0.008218086,17.38637,0.00573216,16.96341,0.005638784,16.62236,0.01196039,0.1066507,2.446306E-05,0,GALAXY,null,0.114109,0.009868
